Number,Name,URL,Type,Classification,Height_m,Weight_kg,Capture_rate,HP,Attack,Defense,Sp. attack,Sp. defense,Speed
555,Darmanitan,https://www.serebii.net/pokedex-swsh/darmanitan/,['fire'],Blazing Pokémon,1.3,92.9,60,105,140,55,30,55,95
556,Maractus,https://www.serebii.net/pokedex-swsh/maractus/,['grass'],Cactus Pokémon,1.0,28.0,255,75,86,67,106,67,60
557,Dwebble,https://www.serebii.net/pokedex-swsh/dwebble/,"['bug', 'rock']",Rock Inn Pokémon,0.3,14.5,190,50,65,85,35,35,55
558,Crustle,https://www.serebii.net/pokedex-swsh/crustle/,"['bug', 'rock']",Stone Home Pokémon,1.4,200.0,75,70,105,125,65,75,45
559,Scraggy,https://www.serebii.net/pokedex-swsh/scraggy/,"['dark', 'fighting']",Shedding Pokémon,0.6,11.8,180,50,75,70,35,70,48
560,Scrafty,https://www.serebii.net/pokedex-swsh/scrafty/,"['dark', 'fighting']",Hoodlum Pokémon,1.1,30.0,90,65,90,115,45,115,58
561,Sigilyph,https://www.serebii.net/pokedex-swsh/sigilyph/,"['psychic', 'flying']",Avianoid Pokémon,1.4,14.0,45,72,58,80,103,80,97
562,Yamask,https://www.serebii.net/pokedex-swsh/yamask/,['ghost'],Spirit Pokémon,0.5,1.5,190,38,30,85,55,65,30
563,Cofagrigus,https://www.serebii.net/pokedex-swsh/cofagrigus/,['ghost'],Coffin Pokémon,1.7,76.5,90,58,50,145,95,105,30
564,Tirtouga,https://www.serebii.net/pokedex-swsh/tirtouga/,"['water', 'rock']",Prototurtle Pokémon,0.7,16.5,45,54,78,103,53,45,22
565,Carracosta,https://www.serebii.net/pokedex-swsh/carracosta/,"['water', 'rock']",Prototurtle Pokémon,1.2,81.0,45,74,108,133,83,65,32
566,Archen,https://www.serebii.net/pokedex-swsh/archen/,"['rock', 'flying']",First Bird Pokémon,0.5,9.5,45,55,112,45,74,45,70
567,Archeops,https://www.serebii.net/pokedex-swsh/archeops/,"['rock', 'flying']",First Bird Pokémon,1.4,32.0,45,75,140,65,112,65,110
568,Trubbish,https://www.serebii.net/pokedex-swsh/trubbish/,['poison'],Trash Bag Pokémon,0.6,31.0,190,50,50,62,40,62,65
569,Garbodor,https://www.serebii.net/pokedex-swsh/garbodor/,['poison'],Trash Heap Pokémon,1.9,107.3,60,80,95,82,60,82,75
570,Zorua,https://www.serebii.net/pokedex-swsh/zorua/,['dark'],Tricky Fox Pokémon,0.7,12.5,75,40,65,40,80,40,65
571,Zoroark,https://www.serebii.net/pokedex-swsh/zoroark/,['dark'],Illusion Fox Pokémon,1.6,81.1,45,60,105,60,120,60,105
572,Minccino,https://www.serebii.net/pokedex-swsh/minccino/,['normal'],Chinchilla Pokémon,0.4,5.8,255,55,50,40,40,40,75
573,Cinccino,https://www.serebii.net/pokedex-swsh/cinccino/,['normal'],Scarf Pokémon,0.5,7.5,60,75,95,60,65,60,115
574,Gothita,https://www.serebii.net/pokedex-swsh/gothita/,['psychic'],Fixation Pokémon,0.4,5.8,200,45,30,50,55,65,30
575,Gothorita,https://www.serebii.net/pokedex-swsh/gothorita/,['psychic'],Manipulate Pokémon,0.7,18.0,100,60,45,70,75,85,55
576,Gothitelle,https://www.serebii.net/pokedex-swsh/gothitelle/,['psychic'],Astral Body Pokémon,1.5,44.0,50,70,55,95,95,110,65
577,Solosis,https://www.serebii.net/pokedex-swsh/solosis/,['psychic'],Cell Pokémon,0.3,1.0,200,45,30,40,105,50,20
578,Duosion,https://www.serebii.net/pokedex-swsh/duosion/,['psychic'],Mitosis Pokémon,0.6,8.0,100,65,40,50,125,60,30
579,Reuniclus,https://www.serebii.net/pokedex-swsh/reuniclus/,['psychic'],Multiplying Pokémon,1.0,20.1,50,110,65,75,125,85,30
580,Ducklett,https://www.serebii.net/pokedex-swsh/ducklett/,"['water', 'flying']",Water Bird Pokémon,0.5,5.5,190,62,44,50,44,50,55
581,Swanna,https://www.serebii.net/pokedex-swsh/swanna/,"['water', 'flying']",White Bird Pokémon,1.3,24.2,45,75,87,63,87,63,98
582,Vanillite,https://www.serebii.net/pokedex-swsh/vanillite/,['ice'],Fresh Snow Pokémon,0.4,5.7,255,36,50,50,65,60,44
583,Vanillish,https://www.serebii.net/pokedex-swsh/vanillish/,['ice'],Icy Snow Pokémon,1.1,41.0,120,51,65,65,80,75,59
584,Vanilluxe,https://www.serebii.net/pokedex-swsh/vanilluxe/,['ice'],Snowstorm Pokémon,1.3,57.5,45,71,95,85,110,95,79
585,Deerling,https://www.serebii.net/pokedex-swsh/deerling/,"['normal', 'grass']",Season Pokémon,0.6,19.5,190,60,60,50,40,50,75
586,Sawsbuck,https://www.serebii.net/pokedex-swsh/sawsbuck/,"['normal', 'grass']",Season Pokémon,1.9,92.5,75,80,100,70,60,70,95
587,Emolga,https://www.serebii.net/pokedex-swsh/emolga/,"['electric', 'flying']",Sky Squirrel Pokémon,0.4,5.0,200,55,75,60,75,60,103
588,Karrablast,https://www.serebii.net/pokedex-swsh/karrablast/,['bug'],Clamping Pokémon,0.5,5.9,200,50,75,45,40,45,60
589,Escavalier,https://www.serebii.net/pokedex-swsh/escavalier/,"['bug', 'steel']",Cavalry Pokémon,1.0,33.0,75,70,135,105,60,105,20
590,Foongus,https://www.serebii.net/pokedex-swsh/foongus/,"['grass', 'poison']",Mushroom Pokémon,0.2,1.0,190,69,55,45,55,55,15
591,Amoonguss,https://www.serebii.net/pokedex-swsh/amoonguss/,"['grass', 'poison']",Mushroom Pokémon,0.6,10.5,75,114,85,70,85,80,30
592,Frillish,https://www.serebii.net/pokedex-swsh/frillish/,"['water', 'ghost']",Floating Pokémon,1.2,33.0,190,55,40,50,65,85,40
593,Jellicent,https://www.serebii.net/pokedex-swsh/jellicent/,"['water', 'ghost']",Floating Pokémon,2.2,135.0,60,100,60,70,85,105,60
594,Alomomola,https://www.serebii.net/pokedex-swsh/alomomola/,['water'],Caring Pokémon,1.2,31.6,75,165,75,80,40,45,65
595,Joltik,https://www.serebii.net/pokedex-swsh/joltik/,"['bug', 'electric']",Attaching Pokémon,0.1,0.6,190,50,47,50,57,50,65
596,Galvantula,https://www.serebii.net/pokedex-swsh/galvantula/,"['bug', 'electric']",EleSpider Pokémon,0.8,14.3,75,70,77,60,97,60,108
597,Ferroseed,https://www.serebii.net/pokedex-swsh/ferroseed/,"['grass', 'steel']",Thorn Seed Pokémon,0.6,18.8,255,44,50,91,24,86,10
598,Ferrothorn,https://www.serebii.net/pokedex-swsh/ferrothorn/,"['grass', 'steel']",Thorn Pod Pokémon,1.0,110.0,90,74,94,131,54,116,20
599,Klink,https://www.serebii.net/pokedex-swsh/klink/,['steel'],Gear Pokémon,0.3,21.0,130,40,55,70,45,60,30
600,Klang,https://www.serebii.net/pokedex-swsh/klang/,['steel'],Gear Pokémon,0.6,51.0,60,60,80,95,70,85,50
601,Klinklang,https://www.serebii.net/pokedex-swsh/klinklang/,['steel'],Gear Pokémon,0.6,81.0,30,60,100,115,70,85,90
602,Tynamo,https://www.serebii.net/pokedex-swsh/tynamo/,['electric'],EleFish Pokémon,0.2,0.3,190,35,55,40,45,40,60
603,Eelektrik,https://www.serebii.net/pokedex-swsh/eelektrik/,['electric'],EleFish Pokémon,1.2,22.0,90,65,85,70,75,70,40
604,Eelektross,https://www.serebii.net/pokedex-swsh/eelektross/,['electric'],EleFish Pokémon,2.1,80.5,45,85,115,80,105,80,50
605,Elgyem,https://www.serebii.net/pokedex-swsh/elgyem/,['psychic'],Brain Pokémon,0.5,9.0,255,55,55,55,85,55,30
606,Beheeyem,https://www.serebii.net/pokedex-swsh/beheeyem/,['psychic'],Brain Pokémon,1.0,34.5,90,75,75,75,125,95,40
607,Litwick,https://www.serebii.net/pokedex-swsh/litwick/,"['ghost', 'fire']",Candle Pokémon,0.3,3.1,190,50,30,55,65,55,20
608,Lampent,https://www.serebii.net/pokedex-swsh/lampent/,"['ghost', 'fire']",Lamp Pokémon,0.6,13.0,90,60,40,60,95,60,55
609,Chandelure,https://www.serebii.net/pokedex-swsh/chandelure/,"['ghost', 'fire']",Luring Pokémon,1.0,34.3,45,60,55,90,145,90,80
610,Axew,https://www.serebii.net/pokedex-swsh/axew/,['dragon'],Tusk Pokémon,0.6,18.0,45,46,87,60,30,40,57
611,Fraxure,https://www.serebii.net/pokedex-swsh/fraxure/,['dragon'],Axe Jaw Pokémon,1.0,36.0,60,66,117,70,40,50,67
612,Haxorus,https://www.serebii.net/pokedex-swsh/haxorus/,['dragon'],Axe Jaw Pokémon,1.8,105.5,45,76,147,90,60,70,97
613,Cubchoo,https://www.serebii.net/pokedex-swsh/cubchoo/,['ice'],Chill Pokémon,0.5,8.5,120,55,70,40,60,40,40
614,Beartic,https://www.serebii.net/pokedex-swsh/beartic/,['ice'],Freezing Pokémon,2.6,260.0,60,95,130,80,70,80,50
615,Cryogonal,https://www.serebii.net/pokedex-swsh/cryogonal/,['ice'],Crystallizing Pokémon,1.1,148.0,25,80,50,50,95,135,105
616,Shelmet,https://www.serebii.net/pokedex-swsh/shelmet/,['bug'],Snail Pokémon,0.4,7.7,200,50,40,85,40,65,25
617,Accelgor,https://www.serebii.net/pokedex-swsh/accelgor/,['bug'],Shell Out Pokémon,0.8,25.3,75,80,70,40,100,60,145
618,Stunfisk,https://www.serebii.net/pokedex-swsh/stunfisk/,"['ground', 'electric']",Trap Pokémon,0.7,11.0,75,109,66,84,81,99,32
619,Mienfoo,https://www.serebii.net/pokedex-swsh/mienfoo/,['fighting'],Martial Arts Pokémon,0.9,20.0,180,45,85,50,55,50,65
620,Mienshao,https://www.serebii.net/pokedex-swsh/mienshao/,['fighting'],Martial Arts Pokémon,1.4,35.5,45,65,125,60,95,60,105
621,Druddigon,https://www.serebii.net/pokedex-swsh/druddigon/,['dragon'],Cave Pokémon,1.6,139.0,45,77,120,90,60,90,48
622,Golett,https://www.serebii.net/pokedex-swsh/golett/,"['ground', 'ghost']",Golem Pokémon,1.0,92.0,190,59,74,50,35,50,35
623,Golurk,https://www.serebii.net/pokedex-swsh/golurk/,"['ground', 'ghost']",Golem Pokémon,2.8,330.0,90,89,124,80,55,80,55
624,Pawniard,https://www.serebii.net/pokedex-swsh/pawniard/,"['dark', 'steel']",Sharp Blade Pokémon,0.5,10.2,120,45,85,70,40,40,60
625,Bisharp,https://www.serebii.net/pokedex-swsh/bisharp/,"['dark', 'steel']",Sword Blade Pokémon,1.6,70.0,45,65,125,100,60,70,70
626,Bouffalant,https://www.serebii.net/pokedex-swsh/bouffalant/,['normal'],Bash Buffalo Pokémon,1.6,94.5,45,95,110,95,40,95,55
627,Rufflet,https://www.serebii.net/pokedex-swsh/rufflet/,"['normal', 'flying']",Eaglet Pokémon,0.5,10.5,190,70,83,50,37,50,60
628,Braviary,https://www.serebii.net/pokedex-swsh/braviary/,"['normal', 'flying']",Valiant Pokémon,1.5,41.0,60,100,123,75,57,75,80
629,Vullaby,https://www.serebii.net/pokedex-swsh/vullaby/,"['dark', 'flying']",Diapered Pokémon,0.5,9.0,190,70,55,75,45,65,60
630,Mandibuzz,https://www.serebii.net/pokedex-swsh/mandibuzz/,"['dark', 'flying']",Bone Vulture Pokémon,1.2,39.5,60,110,65,105,55,95,80
631,Heatmor,https://www.serebii.net/pokedex-swsh/heatmor/,['fire'],Anteater Pokémon,1.4,58.0,90,85,97,66,105,66,65
632,Durant,https://www.serebii.net/pokedex-swsh/durant/,"['bug', 'steel']",Iron Ant Pokémon,0.3,33.0,90,58,109,112,48,48,109
633,Deino,https://www.serebii.net/pokedex-swsh/deino/,"['dark', 'dragon']",Irate Pokémon,0.8,17.3,45,52,65,50,45,50,38
634,Zweilous,https://www.serebii.net/pokedex-swsh/zweilous/,"['dark', 'dragon']",Hostile Pokémon,1.4,50.0,45,72,85,70,65,70,58
635,Hydreigon,https://www.serebii.net/pokedex-swsh/hydreigon/,"['dark', 'dragon']",Brutal Pokémon,1.8,160.0,45,92,105,90,125,90,98
636,Larvesta,https://www.serebii.net/pokedex-swsh/larvesta/,"['bug', 'fire']",Torch Pokémon,1.1,28.8,45,55,85,55,50,55,60
637,Volcarona,https://www.serebii.net/pokedex-swsh/volcarona/,"['bug', 'fire']",Sun Pokémon,1.6,46.0,15,85,60,65,135,105,100
638,Cobalion,https://www.serebii.net/pokedex-swsh/cobalion/,"['steel', 'fighting']",Iron Will Pokémon,2.1,250.0,3,91,90,129,90,72,108
639,Terrakion,https://www.serebii.net/pokedex-swsh/terrakion/,"['rock', 'fighting']",Cavern Pokémon,1.9,260.0,3,91,129,90,72,90,108
640,Virizion,https://www.serebii.net/pokedex-swsh/virizion/,"['grass', 'fighting']",Grassland Pokémon,2.0,200.0,3,91,90,72,90,129,108
641,Tornadus,https://www.serebii.net/pokedex-swsh/tornadus/,['flying'],Cyclone Pokémon,1.5,63.0,3,79,115,70,125,80,111
642,Thundurus,https://www.serebii.net/pokedex-swsh/thundurus/,"['electric', 'flying']",Bolt Strike Pokémon,1.5,61.0,3,79,115,70,125,80,111
643,Reshiram,https://www.serebii.net/pokedex-swsh/reshiram/,"['dragon', 'fire']",Vast White Pokémon,3.2,330.0,3,100,120,100,150,120,90
644,Zekrom,https://www.serebii.net/pokedex-swsh/zekrom/,"['dragon', 'electric']",Deep Black Pokémon,2.9,345.0,3,100,150,120,120,100,90
645,Landorus,https://www.serebii.net/pokedex-swsh/landorus/,"['ground', 'flying']",Abundance Pokémon,1.5,68.0,3,89,125,90,115,80,101
646,Kyurem,https://www.serebii.net/pokedex-swsh/kyurem/,"['dragon', 'ice']",Boundary Pokémon,3.0,325.0,3,125,130,90,130,90,95
647,Keldeo,https://www.serebii.net/pokedex-swsh/keldeo/,"['water', 'fighting']",Colt Pokémon,1.4,48.5,3,91,72,90,129,90,108
648,Meloetta,https://www.serebii.net/pokedex-swsh/meloetta/,"['normal', 'psychic']",Melody Pokémon,0.6,6.5,3,100,77,77,128,128,90
649,Genesect,https://www.serebii.net/pokedex-swsh/genesect/,"['bug', 'steel']",Paleozoic Pokémon,1.5,82.5,3,71,120,95,120,95,99
650,Chespin,https://www.serebii.net/pokedex-swsh/chespin/,['grass'],Spiny Nut Pokémon,0.4,9.0,45,56,61,65,48,45,38
651,Quilladin,https://www.serebii.net/pokedex-swsh/quilladin/,['grass'],Spiny Nut Pokémon,0.7,29.0,45,61,78,95,56,58,57
652,Chesnaught,https://www.serebii.net/pokedex-swsh/chesnaught/,"['grass', 'fighting']",Spiny Armor Pokémon,1.6,90.0,45,88,107,122,74,75,64
653,Fennekin,https://www.serebii.net/pokedex-swsh/fennekin/,['fire'],Fox Pokémon,0.4,9.4,45,40,45,40,62,60,60
654,Braixen,https://www.serebii.net/pokedex-swsh/braixen/,['fire'],Fox Pokémon,1.0,14.5,45,59,59,58,90,70,73
655,Delphox,https://www.serebii.net/pokedex-swsh/delphox/,"['fire', 'psychic']",Fox Pokémon,1.5,39.0,45,75,69,72,114,100,104
656,Froakie,https://www.serebii.net/pokedex-swsh/froakie/,['water'],Bubble Frog Pokémon,0.3,7.0,45,41,56,40,62,44,71
657,Frogadier,https://www.serebii.net/pokedex-swsh/frogadier/,['water'],Bubble Frog Pokémon,0.6,10.9,45,54,63,52,83,56,97
658,Greninja,https://www.serebii.net/pokedex-swsh/greninja/,"['water', 'dark']",Ninja Pokémon,1.5,40.0,45,72,95,67,103,71,122
659,Bunnelby,https://www.serebii.net/pokedex-swsh/bunnelby/,['normal'],Digging Pokémon,0.4,5.0,255,38,36,38,32,36,57
660,Diggersby,https://www.serebii.net/pokedex-swsh/diggersby/,"['normal', 'ground']",Digging Pokémon,1.0,42.4,127,85,56,77,50,77,78
661,Fletchling,https://www.serebii.net/pokedex-swsh/fletchling/,"['normal', 'flying']",Tiny Robin Pokémon,0.3,1.7,255,45,50,43,40,38,62
662,Fletchinder,https://www.serebii.net/pokedex-swsh/fletchinder/,"['fire', 'flying']",Ember Pokémon,0.7,16.0,120,62,73,55,56,52,84
663,Talonflame,https://www.serebii.net/pokedex-swsh/talonflame/,"['fire', 'flying']",Scorching Pokémon,1.2,24.5,45,78,81,71,74,69,126
664,Scatterbug,https://www.serebii.net/pokedex-swsh/scatterbug/,['bug'],Scatterdust Pokémon,0.3,2.5,255,38,35,40,27,25,35
665,Spewpa,https://www.serebii.net/pokedex-swsh/spewpa/,['bug'],Scatterdust Pokémon,0.3,8.4,120,45,22,60,27,30,29
666,Vivillon,https://www.serebii.net/pokedex-swsh/vivillon/,"['bug', 'flying']",Scale Pokémon,1.2,17.0,45,80,52,50,90,50,89
667,Litleo,https://www.serebii.net/pokedex-swsh/litleo/,"['fire', 'normal']",Lion Cub Pokémon,0.6,13.5,220,62,50,58,73,54,72
668,Pyroar,https://www.serebii.net/pokedex-swsh/pyroar/,"['fire', 'normal']",Royal Pokémon,1.5,81.5,65,86,68,72,109,66,106
669,Flabébé,https://www.serebii.net/pokedex-swsh/flabebe/,['fairy'],Single Bloom Pokémon,0.1,0.1,225,44,38,39,61,79,42
670,Floette,https://www.serebii.net/pokedex-swsh/floette/,['fairy'],Single Bloom Pokémon,0.2,0.9,120,54,45,47,75,98,52
671,Florges,https://www.serebii.net/pokedex-swsh/florges/,['fairy'],Garden Pokémon,1.1,10.0,45,78,65,68,112,154,75
672,Skiddo,https://www.serebii.net/pokedex-swsh/skiddo/,['grass'],Mount Pokémon,0.9,31.0,200,66,65,48,62,57,47
673,Gogoat,https://www.serebii.net/pokedex-swsh/gogoat/,['grass'],Mount Pokémon,1.7,91.0,45,123,100,62,97,81,68
674,Pancham,https://www.serebii.net/pokedex-swsh/pancham/,['fighting'],Playful Pokémon,0.6,8.0,220,60,82,62,46,48,43
675,Pangoro,https://www.serebii.net/pokedex-swsh/pangoro/,"['fighting', 'dark']",Cantankerous Pokémon,2.1,136.0,65,95,124,78,69,71,58
676,Furfrou,https://www.serebii.net/pokedex-swsh/furfrou/,['normal'],Poodle Pokémon,1.2,28.0,120,75,80,60,65,90,102
677,Espurr,https://www.serebii.net/pokedex-swsh/espurr/,['psychic'],Restraint Pokémon,0.3,3.5,190,62,48,54,63,60,68
678,Meowstic,https://www.serebii.net/pokedex-swsh/meowstic/,['psychic'],Constraint Pokémon,0.6,8.5,75,74,48,76,83,81,104
679,Honedge,https://www.serebii.net/pokedex-swsh/honedge/,"['steel', 'ghost']",Sword Pokémon,0.8,2.0,180,45,80,100,35,37,28
680,Doublade,https://www.serebii.net/pokedex-swsh/doublade/,"['steel', 'ghost']",Sword Pokémon,0.8,4.5,90,59,110,150,45,49,35
681,Aegislash,https://www.serebii.net/pokedex-swsh/aegislash/,"['steel', 'ghost']",Royal Sword Pokémon,1.7,53.0,45,60,50,140,50,140,60
682,Spritzee,https://www.serebii.net/pokedex-swsh/spritzee/,['fairy'],Perfume Pokémon,0.2,0.5,200,78,52,60,63,65,23
683,Aromatisse,https://www.serebii.net/pokedex-swsh/aromatisse/,['fairy'],Fragrance Pokémon,0.9,15.5,140,101,72,72,99,89,29
684,Swirlix,https://www.serebii.net/pokedex-swsh/swirlix/,['fairy'],Cotton Candy Pokémon,0.4,3.5,200,62,48,66,59,57,49
685,Slurpuff,https://www.serebii.net/pokedex-swsh/slurpuff/,['fairy'],Meringue Pokémon,0.8,5.0,140,82,80,86,85,75,72
686,Inkay,https://www.serebii.net/pokedex-swsh/inkay/,"['dark', 'psychic']",Revolving Pokémon,0.4,4.0,190,53,65,53,37,46,45
687,Malamar,https://www.serebii.net/pokedex-swsh/malamar/,"['dark', 'psychic']",Overturning Pokémon,1.5,47.0,80,86,92,88,68,75,73
688,Binacle,https://www.serebii.net/pokedex-swsh/binacle/,"['rock', 'water']",Two-Handed Pokémon,0.5,31.0,120,42,52,67,39,56,50
689,Barnacle,https://www.serebii.net/pokedex-swsh/barbaracle/,"['rock', 'water']",Collective Pokémon,1.3,96.0,45,72,105,115,54,86,68
690,Skrelp,https://www.serebii.net/pokedex-swsh/skrelp/,"['poison', 'water']",Mock Kelp Pokémon,0.5,7.3,225,50,60,60,60,60,30
691,Dragalge,https://www.serebii.net/pokedex-swsh/dragalge/,"['poison', 'dragon']",Mock Kelp Pokémon,1.8,81.5,55,65,75,90,97,123,44
692,Clauncher,https://www.serebii.net/pokedex-swsh/clauncher/,['water'],Water Gun Pokémon,0.5,8.3,225,50,53,62,58,63,44
693,Clawitzer,https://www.serebii.net/pokedex-swsh/clawitzer/,['water'],Howitzer Pokémon,1.3,35.3,55,71,73,88,120,89,59
694,Helioptile,https://www.serebii.net/pokedex-swsh/helioptile/,"['electric', 'normal']",Generator Pokémon,0.5,6.0,190,44,38,33,61,43,70
695,Heliolisk,https://www.serebii.net/pokedex-swsh/heliolisk/,"['electric', 'normal']",Generator Pokémon,1.0,21.0,75,62,55,52,109,94,109
696,Tyrunt,https://www.serebii.net/pokedex-swsh/tyrunt/,"['rock', 'dragon']",Royal Rumble Pokémon,0.8,26.0,45,58,89,77,45,45,48
697,Tyrantrum,https://www.serebii.net/pokedex-swsh/tyrantrum/,"['rock', 'dragon']",Despot Pokémon,2.5,270.0,45,82,121,119,69,59,71
698,Amaura,https://www.serebii.net/pokedex-swsh/amaura/,"['rock', 'ice']",Tundra Pokémon,1.3,25.2,45,77,59,50,67,63,46
699,Aurorus,https://www.serebii.net/pokedex-swsh/aurorus/,"['rock', 'ice']",Tundra Pokémon,2.7,225.0,45,123,77,72,99,92,58
700,Sylveon,https://www.serebii.net/pokedex-swsh/sylveon/,['fairy'],Intertwining Pokémon,1.0,23.5,45,95,65,65,110,130,60
701,Hawlucha,https://www.serebii.net/pokedex-swsh/hawlucha/,"['fighting', 'flying']",Wrestling Pokémon,0.8,21.5,100,78,92,75,74,63,118
702,Dedenne,https://www.serebii.net/pokedex-swsh/dedenne/,"['electric', 'fairy']",Antenna Pokémon,0.2,2.2,180,67,58,57,81,67,101
703,Carbink,https://www.serebii.net/pokedex-swsh/carbink/,"['rock', 'fairy']",Jewel Pokémon,0.3,5.7,60,50,50,150,50,150,50
704,Goomy,https://www.serebii.net/pokedex-swsh/goomy/,['dragon'],Soft Tissue Pokémon,0.3,2.8,45,45,50,35,55,75,40
705,Sliggoo,https://www.serebii.net/pokedex-swsh/sliggoo/,['dragon'],Soft Tissue Pokémon,0.8,17.5,45,68,75,53,83,113,60
706,Goodra,https://www.serebii.net/pokedex-swsh/goodra/,['dragon'],Dragon Pokémon,2.0,150.5,45,90,100,70,110,150,80
707,Klefki,https://www.serebii.net/pokedex-swsh/klefki/,"['steel', 'fairy']",Key Ring Pokémon,0.2,3.0,75,57,80,91,80,87,75
708,Phantump,https://www.serebii.net/pokedex-swsh/phantump/,"['ghost', 'grass']",Stump Pokémon,0.4,7.0,120,43,70,48,50,60,38
709,Trevenant,https://www.serebii.net/pokedex-swsh/trevenant/,"['ghost', 'grass']",Elder Tree Pokémon,1.4,71.0,60,85,110,76,65,82,56
710,Pumpkaboo,https://www.serebii.net/pokedex-swsh/pumpkaboo/,"['ghost', 'grass']",Pumpkin Pokémon,0.4,5.0,120,44,66,70,44,55,51
711,Gourgeist,https://www.serebii.net/pokedex-swsh/gourgeist/,"['ghost', 'grass']",Pumpkin Pokémon,0.9,12.5,60,65,90,122,58,75,84
712,Bergmite,https://www.serebii.net/pokedex-swsh/bergmite/,['ice'],Ice Chunk Pokémon,1.0,99.5,190,55,69,85,32,35,28
713,Avalugg,https://www.serebii.net/pokedex-swsh/avalugg/,['ice'],Iceberg Pokémon,2.0,505.0,55,95,117,184,44,46,28
714,Noibat,https://www.serebii.net/pokedex-swsh/noibat/,"['flying', 'dragon']",Sound Wave Pokémon,0.5,8.0,190,40,30,35,45,40,55
715,Noivern,https://www.serebii.net/pokedex-swsh/noivern/,"['flying', 'dragon']",Sound Wave Pokémon,1.5,85.0,45,85,70,80,97,80,123
716,Xerneas,https://www.serebii.net/pokedex-swsh/xerneas/,['fairy'],Life Pokémon,3.0,215.0,45,126,131,95,131,98,99
717,Yveltal,https://www.serebii.net/pokedex-swsh/yveltal/,"['dark', 'flying']",Destruction Pokémon,5.8,203.0,45,126,131,95,131,98,99
718,Zygarde,https://www.serebii.net/pokedex-swsh/zygarde/,"['dragon', 'ground']",Order Pokémon,5.0,305.0,3,108,100,121,81,95,95
719,Diancie,https://www.serebii.net/pokedex-swsh/diancie/,"['rock', 'fairy']",Jewel Pokémon,0.7,8.8,3,50,100,150,100,150,50
720,Hoopa,https://www.serebii.net/pokedex-swsh/hoopa/,"['psychic', 'ghost']",Mischief Pokémon,0.5,9.0,3,80,110,60,150,130,70
721,Volcanion,https://www.serebii.net/pokedex-swsh/volcanion/,"['fire', 'water']",Steam Pokémon,1.7,195.0,3,80,110,120,130,90,70
722,Rowlet,https://www.serebii.net/pokedex-swsh/rowlet/,"['grass', 'flying']",Grass Quill Pokémon,0.3,1.5,45,68,55,55,50,50,42
723,Dartrix,https://www.serebii.net/pokedex-swsh/dartrix/,"['grass', 'flying']",Blade Quill Pokémon,0.7,16,45,78,75,75,70,70,52
724,Decidueye,https://www.serebii.net/pokedex-swsh/decidueye/,"['grass', 'ghost']",Arrow Quill Pokémon,1.6,36.6,45,78,107,75,100,100,70
725,Litten,https://www.serebii.net/pokedex-swsh/litten/,['fire'],Fire Cat Pokémon,0.4,4.3,45,45,65,40,60,40,70
726,Torracat,https://www.serebii.net/pokedex-swsh/torracat/,['fire'],Tiger Cat Pokémon,0.7,25,45,65,85,50,80,50,90
727,Incineroar,https://www.serebii.net/pokedex-swsh/incineroar/,"['fire', 'dark']",Heel Pokémon,1.8,83,45,95,115,90,80,90,60
728,Popplio,https://www.serebii.net/pokedex-swsh/popplio/,['water'],Sea Lion Pokémon,0.4,7.5,45,50,54,54,66,56,40
729,Brionne,https://www.serebii.net/pokedex-swsh/brionne/,['water'],Pop Star Pokémon,0.6,17.5,45,60,69,69,91,81,50
730,Primarina,https://www.serebii.net/pokedex-swsh/primarina/,"['water', 'fairy']",Soloist Pokémon,1.8,44,45,80,74,74,126,116,60
731,Pikipek,https://www.serebii.net/pokedex-swsh/pikipek/,"['normal', 'flying']",Woodpecker Pokémon,0.3,1.2,255,35,75,30,30,30,65
732,Trumbeak,https://www.serebii.net/pokedex-swsh/trumbeak/,"['normal', 'flying']",Bugle Beak Pokémon,0.6,14.8,120,55,85,50,40,40,75
733,Toucannon,https://www.serebii.net/pokedex-swsh/toucannon/,"['normal', 'flying']",Cannon Pokémon,1.1,26,45,80,120,75,75,75,60
734,Yungoos,https://www.serebii.net/pokedex-swsh/yungoos/,['normal'],Loitering Pokémon,0.4,6,255,48,70,30,30,30,45
735,Gumshoos,https://www.serebii.net/pokedex-swsh/gumshoos/,['normal'],Stakeout Pokémon,0.7,14.2,127,88,110,60,55,60,45
736,Grubbin,https://www.serebii.net/pokedex-swsh/grubbin/,['bug'],Larva Pokémon,0.4,4.4,255,47,51,45,55,45,46
737,Charjabug,https://www.serebii.net/pokedex-swsh/charjabug/,"['bug', 'electric']",Battery Pokémon,0.5,10.5,120,57,82,95,55,75,36
738,Vikavolt,https://www.serebii.net/pokedex-swsh/vikavolt/,"['bug', 'electric']",Stag Beetle Pokémon,1.5,45,45,77,70,90,145,75,43
739,Crabrawler,https://www.serebii.net/pokedex-swsh/crabrawler/,['fighting'],Boxing Pokémon,0.6,7,225,47,82,57,42,47,63
740,Crabominable,https://www.serebii.net/pokedex-swsh/crabominable/,"['fighting', 'ice']",Woolly Crab Pokémon,1.7,180,60,97,132,77,62,67,43
741,Oricorio,https://www.serebii.net/pokedex-swsh/oricorio/,"['fire', 'flying']",Dancing Pokémon,0.6,3.4,45,75,70,70,98,70,93
742,Cutiefly,https://www.serebii.net/pokedex-swsh/cutiefly/,"['bug', 'fairy']",Bee Fly Pokémon,0.1,0.2,190,40,45,40,55,40,84
